variables,apod_apod_example.json,donki_donki_cme.json,donki_donki_cme_analysis.json,donki_donki_flr.json,donki_donki_gst.json,donki_donki_hss.json,donki_donki_mpc.json,donki_donki_notifications.json,donki_donki_rbe.json,donki_donki_sep.json,donki_donki_wsa_enlil.json,earth_earth_assets.json,eonet_eonet_events.json,eonet_eonet_status.json,epic_epic_pt1.json,epic_epic_pt2.json,epic_epic_pt3.json,exoplanet_exoplanet_pt1.csv,exoplanet_exoplanet_pt4.csv,genelab_genelab_glds.json,genelab_genelab_metadataapi.json,genelab_genelab_multiple_study.json,genelab_genelab_single_study.json,insight_mars_weather_insight_mars_weather.json,mars_rover_photos_mars_rover_photos_pt1.json,mars_rover_photos_mars_rover_photos_pt2.json,mars_rover_photos_mars_rover_photos_pt3.json,mars_rover_photos_mars_rover_photos_pt4.json,nasa_image_and_video_nasa_image_and_video_pt1.json,neo_neo_browse.json,neo_neo_feed.json,sbdb_sbdb_pt1.json,sbdb_sbdb_pt2.json,sbdb_sbdb_pt3.json,techTransfer_techTransfer.json,techport_techport_pt1.json,techport_techport_pt2.json,techport_techport_pt3.json,techport_techport_pt4.json,total
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.links.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.links.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.links.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.links.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.links.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.links.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.links.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.links.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.links.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.links.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.links.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000634.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.@context.@vocab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.@context.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.@context.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.@context.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.@context.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.@context.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.@context.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.@id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.@type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.@context.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.@context.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.@context.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.@context.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.@context.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.@context.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.@context.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.@context.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.@context.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.@context.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.@context.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.links.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.OBI:0000748.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.@context.@vocab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.@context.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.@context.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.@context.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.@context.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.@context.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.@context.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.@id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.@type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.@context.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.@context.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.@context.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.@context.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.@context.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.@context.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.@context.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.@context.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.@context.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.@context.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.@context.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.links.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC63637.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC68796.@context.@vocab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC68796.@context.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC68796.@context.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC68796.@context.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC68796.@context.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC68796.@context.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC68796.@context.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC68796.@id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC68796.@type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC68796.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC68796.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC68796.links.@context.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httpncicbncinihgovxmlowlEVSThesaurusowlC68796.links.@context.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
